participant_id,language_proficiency,preferred_medium,team_role,interaction_frequency,time_in_team,change_in_medium_preference,collaboration_effectiveness
2971,3,Voice,Team Member,37,13,1,5.171773814385164
2972,1,Text,Team Member,45,31,0,8.079472338769499
2973,1,Voice,Team Member,36,13,0,6.555839879367761
2974,4,Video,Manager,24,26,1,1.852753273993748
2975,3,Text,Team Member,38,31,0,7.344772563550613
2976,4,Video,Team Member,45,22,1,5.918962132784316
2977,3,Video,Team Member,29,6,1,5.783107305376813
2978,5,Video,Manager,37,20,0,6.782568824356351
2979,2,Text,Team Member,45,21,1,5.639654586565317
2980,5,Video,Team Member,32,10,0,4.575137363380933
2981,3,Text,Manager,25,19,1,6.403802828140961
2982,2,Text,Team Member,10,35,1,7.237270695505751
2983,1,Text,Team Member,35,26,0,2.257669428311906
2984,1,Voice,Team Member,25,7,0,4.970498942381125
2985,4,Video,Manager,27,8,0,4.581724632651236
2986,3,Text,Team Member,45,5,0,0.3990327061128829
2987,3,Voice,Team Member,32,28,0,8.344386564240057
2988,1,Text,Team Member,12,3,1,3.7738202393842437
2989,5,Video,Team Member,4,8,0,0.7268923320120879
2990,2,Text,Team Member,42,15,0,4.5789909707648135
2991,5,Voice,Manager,26,27,1,1.6148080609159732
2992,5,Video,Manager,3,16,0,7.044144146346648
2993,1,Text,Team Member,17,26,1,5.717715751676515
2994,1,Text,Manager,9,4,0,2.701138069779352
2995,1,Text,Team Member,29,12,0,9.504738592
2996,4,Video,Team Member,1,17,0,2.9174534825558074
2997,5,Video,Team Member,18,26,1,5.549969069769207
2998,3,Text,Manager,41,31,0,8.015678242910493
2999,2,Text,Team Member,20,15,0,5.13892298
3000,4,Video,Team Member,41,34,0,9.608556758
3001,3,Video,Manager,34,29,1,8.438545669795145
3002,5,Voice,Manager,28,9,0,9.21019014
3003,1,Text,Team Member,48,14,1,3.7270258375443897
3004,5,Voice,Manager,35,4,1,5.4835541741125855
3005,2,Text,Team Member,16,24,0,8.401662954934006
3006,4,Voice,Manager,21,17,0,9.035000343027459
3007,4,Video,Team Member,13,13,0,9.443635779685215
3008,2,Text,Team Member,35,20,0,8.791519932797558
3009,3,Text,Team Member,42,17,0,7.307549040752343
3010,3,Voice,Team Member,32,27,0,0.24214805531930006
3011,4,Voice,Team Member,38,33,0,3.149534494754631
3012,4,Video,Manager,6,21,0,1.2893628489343045
3013,1,Voice,Team Member,38,17,0,1.547586013401483
3014,3,Voice,Team Member,38,22,0,2.9090718738289203
3015,2,Text,Team Member,13,25,1,0.747404572
3016,3,Text,Team Member,46,3,0,2.430318123242156
3017,1,Text,Team Member,39,27,0,9.569788365
3018,4,Video,Team Member,13,27,0,3.119435785881958
3019,4,Video,Team Member,47,12,0,1.5971306992402357
3020,1,Voice,Team Member,12,15,0,7.183001804198077
3021,2,Text,Team Member,33,20,0,8.285051500522497
3022,4,Voice,Team Member,28,22,0,3.140378495964835
3023,5,Voice,Team Member,3,2,1,2.784973105783709
3024,4,Video,Team Member,18,4,1,2.417595479050335
3025,5,Voice,Team Member,26,13,0,3.932612390663733
3026,1,Text,Team Member,40,32,1,0.8723175783889181
3027,1,Text,Manager,2,22,0,6.691292265562064
3028,4,Video,Team Member,4,25,0,8.222263253
3029,3,Text,Manager,28,27,0,6.636822797
3030,5,Voice,Manager,28,17,0,4.211996898930485
3031,2,Text,Team Member,25,6,0,2.8896224734423925
3032,4,Video,Team Member,26,16,1,4.094461645115737
3033,2,Text,Team Member,45,8,0,4.238374848872488
3034,4,Video,Team Member,47,33,0,6.660208284725071
3035,3,Voice,Team Member,2,10,0,9.280603557
3036,3,Text,Manager,42,34,0,0.7058648944793888
3037,3,Text,Team Member,34,19,0,9.533535928836221
3038,3,Video,Team Member,30,14,0,9.102012835620345
3039,1,Voice,Team Member,21,3,0,1.1773230034288884
3040,1,Text,Team Member,44,23,0,1.8358503108533386
3041,5,Video,Team Member,37,11,0,3.115956014469229
3042,2,Voice,Team Member,44,6,0,5.5966604096519195
3043,4,Video,Team Member,23,34,0,1.3447619607861327
3044,4,Video,Team Member,33,1,0,2.003349533
3045,1,Voice,Team Member,2,35,0,9.026752939396792
3046,4,Video,Team Member,27,25,0,1.0930063077092578
3047,1,Text,Team Member,48,29,0,3.9887826513933944
3048,5,Voice,Team Member,22,23,0,7.630017776587087
3049,2,Text,Team Member,34,18,1,8.885831169
3050,5,Video,Team Member,16,14,0,3.3604256259668785
3051,3,Voice,Team Member,20,17,1,1.6443750535756618
3052,3,Text,Team Member,26,2,0,7.370116590955615
3053,3,Voice,Team Member,16,31,1,7.725577586731766
3054,5,Voice,Team Member,6,19,1,9.800334440605443
3055,4,Video,Team Member,45,32,1,1.3954185144340425
3056,2,Voice,Manager,44,28,1,7.094208827
3057,3,Voice,Team Member,23,8,0,4.1729253773465524
3058,3,Text,Team Member,42,22,0,9.146294375674543
3059,3,Text,Team Member,37,24,0,4.078308843333858
3060,2,Text,Manager,8,2,0,4.459603755626661
3061,3,Video,Team Member,6,19,1,1.2679659818673417
3062,2,Text,Team Member,37,2,0,3.209367850908799
3063,3,Video,Team Member,22,28,1,4.008404703922842
3064,5,Video,Team Member,6,32,0,0.17508754377850932
3065,5,Video,Team Member,32,19,0,4.375744684
3066,2,Text,Team Member,17,16,1,3.3631855126730628
3067,5,Video,Team Member,38,30,0,8.038397358
3068,2,Text,Team Member,17,22,0,1.0711261344579293
3069,5,Video,Manager,37,14,0,7.602111269228912
3070,5,Video,Team Member,23,1,1,7.140115432767341
3071,2,Text,Team Member,49,2,1,2.4178232778310593
3072,4,Voice,Team Member,49,22,1,0.8327166834179711
3073,5,Video,Team Member,13,33,0,8.418334457556961
3074,3,Voice,Team Member,32,15,0,2.4943004274491343
3075,4,Video,Team Member,22,22,0,1.4556011970709826
3076,2,Text,Team Member,7,11,0,3.590366019131921
3077,4,Voice,Team Member,22,4,0,4.008828236590521
3078,1,Text,Team Member,21,7,0,3.2608797978008806
3079,1,Text,Team Member,6,21,0,9.764811125069512
3080,5,Video,Team Member,14,7,0,8.808206692963502
3081,5,Voice,Team Member,16,4,0,8.729754964590887
3082,3,Text,Team Member,3,12,0,3.9876759052076993
3083,4,Video,Manager,9,27,0,9.628696397384934
3084,1,Voice,Team Member,47,17,0,6.840152962916976
3085,5,Video,Team Member,21,20,0,8.319946687050768
3086,4,Video,Team Member,30,31,1,5.008751250543621
3087,5,Video,Manager,30,26,0,1.6061729319935236
3088,5,Video,Team Member,42,31,1,8.868855049846765
3089,1,Text,Manager,42,35,0,4.864267393721744
3090,1,Text,Team Member,32,9,0,9.685549091
3091,5,Voice,Team Member,23,5,0,2.548610114025245
3092,2,Text,Team Member,3,8,0,9.923789914312245
3093,5,Video,Manager,1,21,0,2.2242468197214906
3094,5,Voice,Team Member,3,16,0,3.681667580234694
3095,3,Voice,Manager,37,16,1,5.940165229
3096,3,Text,Team Member,7,18,0,6.933230591844951
3097,3,Voice,Team Member,3,28,0,7.202821690064072
3098,2,Voice,Team Member,36,18,0,4.762524089277726
3099,2,Text,Team Member,49,14,0,0.768269569
3100,5,Voice,Team Member,3,16,1,4.960481517161012
3101,3,Text,Team Member,4,21,0,3.3468795253639625
3102,2,Text,Team Member,31,1,0,6.576556090187232
3103,1,Text,Manager,2,11,0,1.8227558416571155
3104,5,Voice,Team Member,14,11,0,3.9391232475135283
3105,4,Voice,Team Member,37,2,0,9.661191540005332
3106,5,Video,Manager,31,32,0,0.888673992
3107,4,Video,Manager,2,19,1,6.023341579411603
3108,3,Text,Team Member,31,5,0,0.9064822904853576
3109,4,Voice,Team Member,47,3,0,1.5699565593995979
3110,3,Video,Team Member,43,28,1,6.049343886130572
3111,1,Text,Team Member,22,26,0,4.439955225777864
3112,4,Voice,Team Member,10,23,0,5.484989969501704
3113,5,Voice,Team Member,30,30,1,8.798721705950927
3114,3,Voice,Team Member,33,8,0,8.172402425109725
3115,5,Video,Team Member,19,29,0,8.879814494285128
3116,2,Text,Team Member,46,13,0,6.162549208382123
3117,3,Text,Team Member,25,25,1,4.896431697140143
3118,4,Video,Team Member,46,22,0,4.591975817800219
3119,3,Video,Team Member,1,33,1,7.398085562
3120,5,Video,Manager,32,7,0,5.212998783249629
3121,1,Text,Manager,25,23,0,1.057687962622188
3122,3,Video,Team Member,41,6,0,1.419390240582613
3123,4,Voice,Team Member,17,15,0,3.5708276771390257
3124,2,Text,Team Member,14,15,1,0.6782337197118871
3125,1,Text,Team Member,45,34,1,2.392312194599302
3126,2,Text,Manager,13,14,0,6.564008532135465
3127,3,Video,Team Member,38,29,0,0.1243031229724656
3128,5,Video,Team Member,39,16,0,6.040928656
3129,5,Voice,Team Member,2,29,0,7.723569232018301
3130,4,Video,Team Member,32,23,0,1.7015375153109735
3131,5,Voice,Team Member,32,10,1,1.8096856320240862
3132,1,Text,Team Member,40,4,0,0.2885636651348067
3133,5,Video,Team Member,6,12,0,5.124500388334615
3134,4,Voice,Team Member,25,34,1,6.545875568727172
3135,3,Text,Team Member,3,4,0,4.569095820846188
3136,3,Text,Team Member,18,20,1,3.8944880962621173
3137,5,Video,Team Member,38,28,1,4.544128172936672
3138,2,Text,Team Member,43,28,0,7.815282187246552
3139,3,Text,Team Member,3,6,0,0.33514307345358985
3140,5,Voice,Team Member,48,14,0,7.838185608326084
3141,4,Video,Team Member,5,35,1,6.663421156667912
3142,5,Voice,Team Member,24,1,0,2.4142655415741987
3143,3,Voice,Team Member,34,19,1,5.2473972624018215
3144,4,Video,Manager,47,1,0,0.49290670652444524
3145,5,Voice,Manager,48,13,0,3.795886703393012
3146,1,Text,Team Member,39,8,1,1.7404247907713488
3147,4,Video,Team Member,48,18,0,0.22300386020653984
3148,1,Text,Team Member,24,35,1,3.570894977659659
3149,2,Text,Manager,36,23,0,7.261124173944356
3150,4,Voice,Team Member,28,26,0,9.210218673584041
3151,1,Text,Team Member,48,20,0,6.622635130906498
3152,3,Text,Team Member,49,2,1,4.019701281303904
3153,3,Voice,Team Member,34,26,1,9.994961124018776
3154,2,Voice,Manager,16,25,1,2.829435081002103
3155,4,Video,Team Member,36,30,0,1.8713143270818056
3156,4,Video,Team Member,7,18,0,4.636822692
3157,4,Video,Manager,18,7,0,5.049114154418078
3158,2,Text,Manager,6,27,0,3.5482338004332625
3159,4,Voice,Manager,28,11,1,6.95499079
3160,3,Voice,Team Member,39,8,1,1.8386441192821712
3161,1,Text,Team Member,34,11,0,5.103397598
3162,3,Text,Team Member,41,24,1,5.001269585007883
3163,3,Video,Manager,29,30,1,8.237864226816393
3164,1,Text,Team Member,4,30,1,9.269681987608049
3165,3,Text,Team Member,14,15,0,6.6326587371065955
3166,2,Voice,Team Member,5,35,1,3.0537159033464114
3167,1,Text,Manager,25,24,0,6.896110199
3168,3,Text,Manager,39,8,0,2.513711292
3169,5,Video,Team Member,8,20,0,9.665443904795376
3170,3,Voice,Manager,15,26,0,8.223621190827128
3171,2,Text,Team Member,19,24,0,4.311902555
3172,4,Video,Team Member,11,22,0,7.843435171415962
3173,3,Voice,Team Member,20,5,1,4.086556453619082
3174,4,Video,Team Member,36,15,0,0.7461015877974786
3175,5,Voice,Team Member,18,29,0,7.067688730006054
3176,3,Text,Team Member,14,15,0,4.046138330284405
3177,1,Text,Team Member,38,27,0,9.303198167838618
3178,4,Video,Team Member,25,8,0,3.0656121432928662
3179,5,Video,Team Member,16,29,0,8.433328214545933
3180,1,Text,Team Member,18,19,1,6.804378452067642
3181,1,Text,Team Member,1,31,1,8.533246161278912
3182,1,Text,Team Member,40,9,0,2.9188187709355553
3183,1,Text,Manager,1,10,0,4.613454033186441
3184,3,Voice,Team Member,1,10,0,8.231290112354301
3185,3,Text,Team Member,21,33,0,6.4381881918453345
3186,3,Text,Team Member,25,25,0,3.599218994953346
3187,5,Voice,Manager,27,4,1,5.119956257
3188,5,Voice,Team Member,10,5,0,9.960980943632757
3189,5,Video,Team Member,12,23,1,7.418479954138819
3190,2,Text,Manager,28,5,0,6.145226527800291
3191,5,Voice,Team Member,49,8,0,8.279113804335157
3192,3,Text,Team Member,32,17,0,4.4203033877217015
3193,3,Voice,Team Member,33,1,0,9.500640046466854
3194,2,Text,Team Member,8,12,0,5.520212286956921
3195,2,Voice,Manager,42,35,0,3.268721496262885
3196,5,Voice,Team Member,26,14,0,0.8601997757163227
3197,4,Video,Team Member,42,18,0,3.7569521924722347
3198,2,Voice,Team Member,41,10,0,5.686383770365704
3199,1,Text,Team Member,2,15,0,7.032481387332442
3200,3,Voice,Team Member,35,33,0,8.751166929110733
3201,1,Voice,Team Member,34,19,0,9.439608353238148
3202,3,Text,Team Member,6,34,0,1.0245384618112774
3203,3,Voice,Team Member,31,25,0,6.009049859978148
3204,2,Text,Team Member,23,16,1,6.665896492
3205,2,Voice,Team Member,12,8,1,1.7206381699335882
3206,1,Text,Team Member,28,35,1,5.456006803
3207,3,Text,Team Member,15,21,0,3.3483363558027515
3208,1,Text,Manager,19,19,0,0.7741733198591338
3209,4,Voice,Team Member,12,11,1,0.658659912
3210,1,Voice,Team Member,48,11,0,7.592129804432501
3211,5,Video,Team Member,2,11,0,6.154554518720215
3212,1,Voice,Team Member,11,22,0,7.151216782303686
3213,5,Video,Manager,44,21,0,6.852781545363933
3214,5,Voice,Team Member,37,27,0,1.3431229977918668
3215,5,Video,Manager,38,18,0,1.5156525652372754
3216,4,Voice,Manager,25,30,0,2.524837242071165
3217,1,Text,Team Member,43,33,1,3.9910058696468975
3218,1,Text,Team Member,21,21,0,9.391762249
3219,4,Video,Team Member,42,2,0,6.738923613829444
3220,3,Voice,Team Member,36,13,1,2.551719344500346
3221,2,Voice,Team Member,9,2,0,0.5598410182733993
3222,1,Text,Team Member,12,31,1,6.842239308063731
3223,2,Voice,Team Member,10,10,0,6.2531847081605205
3224,4,Video,Team Member,46,23,0,6.757634183621369
3225,3,Text,Team Member,5,22,1,2.611796540585798
3226,3,Voice,Team Member,33,29,0,5.169632172253634
3227,3,Voice,Team Member,5,33,0,3.617028014
3228,4,Video,Team Member,16,31,0,8.176989389457452
3229,5,Video,Manager,37,14,0,0.6939666211866791
3230,5,Video,Team Member,37,10,1,2.754417894416359
3231,2,Text,Manager,29,18,0,6.029537441703691
3232,5,Video,Manager,18,11,0,2.052237770740215
3233,5,Video,Manager,29,3,1,6.727134359728744
3234,3,Text,Team Member,6,2,0,1.367725032
3235,3,Video,Team Member,18,8,1,0.22812291874703128
3236,2,Voice,Team Member,32,31,0,8.634945328451202
3237,1,Text,Team Member,42,8,0,3.334444014072803
3238,2,Text,Manager,47,2,0,1.5684898306103234
3239,2,Text,Team Member,31,22,1,1.7270902574579983
3240,4,Voice,Team Member,11,5,0,8.858953940345648
3241,4,Video,Team Member,26,7,0,6.544314061468121
3242,2,Voice,Team Member,28,20,0,9.563462666
3243,2,Text,Manager,27,28,0,8.000403233779064
3244,2,Text,Team Member,19,13,0,7.675426850281692
3245,5,Video,Team Member,45,2,1,4.998206595750823
3246,4,Video,Team Member,27,32,0,8.208048987061455
3247,2,Text,Team Member,20,26,0,4.126525384418517
3248,3,Video,Team Member,3,3,0,8.270004970323544
3249,3,Voice,Team Member,16,13,0,7.577412916871228
3250,5,Voice,Team Member,39,21,1,6.784386255960511
3251,5,Voice,Manager,44,23,0,3.297161859634566
3252,1,Text,Manager,29,7,1,6.307116373085602
3253,1,Voice,Team Member,15,17,0,5.067876247750792
3254,1,Text,Team Member,30,28,1,4.615428669259098
3255,5,Voice,Manager,40,30,0,9.902463333834756
3256,5,Video,Manager,49,5,1,5.043978298304701
3257,5,Video,Manager,1,24,0,0.31986205403667034
3258,3,Video,Manager,29,7,1,6.264678690818942
3259,5,Video,Team Member,30,34,0,7.280108450276379
3260,3,Video,Team Member,40,33,0,8.851838693
3261,1,Text,Team Member,46,27,0,6.326847267
3262,1,Text,Team Member,32,14,1,0.19457117198508844
3263,1,Text,Team Member,10,19,0,1.1974433581119204
3264,2,Voice,Team Member,27,12,1,1.612400491580137
3265,2,Text,Team Member,8,3,0,2.112613530268437
3266,4,Video,Team Member,36,7,1,7.997768971550031
3267,4,Voice,Team Member,42,35,0,3.097600500091715
3268,4,Voice,Team Member,35,25,0,3.123623227708606
3269,2,Voice,Team Member,36,15,0,7.5558744097772825
3270,2,Voice,Team Member,48,19,0,4.124365745213561
3271,4,Video,Team Member,36,19,0,0.6463953195380301
3272,4,Voice,Team Member,25,23,0,5.851264458
3273,5,Voice,Team Member,20,11,1,1.3006768650465006
3274,4,Voice,Manager,45,21,1,5.716642799691791
3275,5,Video,Team Member,17,34,0,7.796381076219003
3276,3,Text,Team Member,23,7,0,9.294896373272731
3277,2,Text,Manager,25,27,0,0.6705260694923865
3278,4,Voice,Team Member,48,23,0,3.0396658376249066
3279,2,Voice,Team Member,49,20,0,6.524639830079667
3280,2,Text,Manager,31,27,1,3.1545300284478914
3281,2,Text,Team Member,6,8,1,4.510256111930387
3282,3,Video,Manager,35,3,0,0.2009086254429604
3283,1,Text,Team Member,4,2,0,6.9349800616184005
3284,4,Video,Team Member,40,22,0,8.832801315120127
3285,1,Voice,Team Member,20,6,1,9.768596478129549
3286,1,Text,Team Member,41,24,0,8.305333489557631
3287,1,Voice,Team Member,1,12,0,0.3177626242387821
3288,2,Text,Team Member,45,17,1,6.518539681768095
3289,5,Video,Team Member,26,22,0,4.956592463138698
3290,2,Text,Team Member,34,19,0,9.378954932139154
3291,2,Text,Team Member,10,9,0,9.021388646939851
3292,1,Text,Team Member,23,12,1,9.880461743822073
3293,2,Text,Team Member,49,32,0,8.619342242616826
3294,1,Voice,Team Member,24,31,1,5.468921338571507
3295,5,Voice,Team Member,13,17,1,7.149005154101057
3296,4,Video,Team Member,29,23,1,9.646772364
3297,1,Text,Team Member,46,10,0,5.781167277665925
3298,5,Video,Team Member,27,30,1,8.399791870122634
3299,4,Video,Manager,31,19,0,9.422098761
3300,3,Video,Manager,43,26,0,5.705376912
3301,1,Voice,Team Member,10,26,0,1.5915424608017692
3302,1,Voice,Team Member,31,11,0,1.555633931402144
3303,3,Text,Team Member,39,20,1,1.1531717416795983
3304,3,Text,Team Member,10,4,1,4.763231802749402
3305,1,Text,Team Member,24,12,0,4.801415782727543
3306,3,Video,Team Member,33,25,1,6.173711883712038
3307,2,Text,Team Member,14,10,1,4.828728141207465
3308,4,Video,Team Member,35,22,1,9.730550155
3309,4,Voice,Manager,45,7,0,2.9131082059895297
3310,4,Video,Team Member,34,24,0,8.738166255
3311,2,Voice,Team Member,17,2,0,1.0033042761719468
3312,3,Text,Team Member,21,32,0,6.019176780367306
3313,5,Voice,Team Member,32,21,0,6.483252173595336
3314,3,Video,Team Member,3,7,1,7.722301266
3315,1,Text,Team Member,15,8,1,5.030222129452007
3316,4,Video,Team Member,8,21,0,1.9722628702530254
3317,3,Video,Team Member,32,8,0,3.689976126
3318,5,Video,Team Member,38,25,0,2.7216151649562925
3319,1,Text,Manager,26,28,0,4.191055156352022
3320,2,Text,Team Member,30,28,0,5.299683077127002
3321,2,Voice,Team Member,9,31,1,6.250702913772494
3322,5,Video,Team Member,32,25,0,8.451219449167624
3323,1,Text,Team Member,11,12,0,9.100103210603557
3324,4,Video,Team Member,22,31,0,4.625812849013679
3325,3,Text,Team Member,34,18,0,0.8867143735625393
3326,1,Text,Team Member,41,26,1,7.9706518960172055
3327,2,Text,Team Member,18,6,1,4.771577251
3328,5,Video,Manager,19,9,0,5.464466013712611
3329,5,Video,Manager,18,11,1,5.957941399729384
3330,3,Video,Team Member,37,31,0,6.6786775874199025
3331,5,Video,Team Member,18,2,0,8.901008600325078
3332,5,Video,Team Member,12,29,0,9.521461952
3333,1,Text,Manager,4,5,0,9.401693190582868
3334,4,Voice,Team Member,47,23,0,8.094636522830344
3335,3,Text,Team Member,43,7,0,8.892422535838028
3336,1,Text,Team Member,27,13,0,0.49654768948357964
3337,4,Video,Team Member,5,10,0,8.491126664546575
3338,1,Voice,Manager,6,16,1,0.7226523685402453
3339,1,Text,Team Member,13,15,0,7.461939075863066
3340,5,Video,Manager,23,19,1,1.693636215936648
3341,4,Video,Team Member,42,21,0,3.601104458119443
3342,3,Video,Team Member,25,35,1,1.8418367915426115
3343,3,Video,Team Member,46,15,0,4.434616366372774
3344,4,Voice,Team Member,4,14,0,4.117474438166201
3345,5,Voice,Team Member,32,29,0,0.4806284397274385
3346,2,Text,Manager,44,5,0,8.304979451
3347,1,Text,Manager,15,18,1,8.541864957944252
3348,5,Video,Team Member,26,1,1,7.875072440049956
3349,4,Voice,Team Member,42,27,0,8.476066032312689
3350,1,Text,Manager,11,27,0,7.508790353112927
3351,3,Video,Team Member,9,25,0,9.374844453731438
3352,2,Text,Team Member,11,21,0,5.763922501998051
3353,3,Voice,Team Member,2,14,1,5.8264254658618615
3354,4,Video,Team Member,45,20,0,8.599099084251915
3355,1,Voice,Team Member,27,28,0,3.4941554671859674
3356,4,Video,Team Member,26,21,0,0.5008235420257101
3357,1,Text,Manager,8,23,0,7.498553953981627
